Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,24,1,6.89,5,'7-8 hours',Moderate,MCA,No,11,2,Yes,0
Female,24,4,5.57,2,'Less than 5 hours',Moderate,B.Arch,Yes,7,2,Yes,1
Female,22,5,7.35,4,'Less than 5 hours',Healthy,M.Tech,Yes,2,2,No,1
Male,24,4,8.09,5,'5-6 hours',Unhealthy,BSc,Yes,3,3,No,1
Male,24,1,9.21,4,'5-6 hours',Moderate,MCA,Yes,3,2,No,0
Male,31,5,5.81,2,'Less than 5 hours',Unhealthy,B.Arch,Yes,12,4,Yes,1
Male,23,3,9.97,4,'More than 8 hours',Unhealthy,B.Com,Yes,3,1,Yes,1
Male,34,2,5.88,2,'More than 8 hours',Unhealthy,B.Tech,No,0,2,No,0
Female,29,3,8.81,3,'7-8 hours',Unhealthy,MA,Yes,8,3,No,1
Female,34,4,5.08,2,'7-8 hours',Healthy,BCA,Yes,4,2,Yes,0
Female,21,1,6.99,2,'Less than 5 hours',Unhealthy,BA,No,8,4,No,0
Female,24,5,6.25,4,'5-6 hours',Unhealthy,BSc,Yes,10,4,No,1
Male,22,1,7.88,2,'5-6 hours',Healthy,BCA,No,11,3,No,0
Female,23,1,9.86,2,'Less than 5 hours',Healthy,MSc,Yes,1,4,Yes,1
Male,21,4,6.61,4,'7-8 hours',Unhealthy,MCA,Yes,11,1,Yes,1
Male,22,3,9.96,3,'5-6 hours',Unhealthy,B.Ed,No,10,4,Yes,1
Male,18,4,9.24,2,'Less than 5 hours',Moderate,'Class 12',Yes,10,5,Yes,1
Female,24,1,9.86,5,'7-8 hours',Unhealthy,BHM,No,0,4,No,0
Male,26,5,7.48,3,'More than 8 hours',Moderate,MA,Yes,10,3,No,1
Female,20,4,9.03,4,'Less than 5 hours',Moderate,'Class 12',Yes,6,2,Yes,1
Male,18,5,7.12,5,'5-6 hours',Unhealthy,'Class 12',Yes,4,4,No,1
Male,22,1,6.16,1,'More than 8 hours',Healthy,B.Tech,No,8,2,Yes,0
Male,32,4,9.96,4,'Less than 5 hours',Unhealthy,B.Arch,Yes,7,3,Yes,1
Female,32,2,5.79,1,'Less than 5 hours',Moderate,LLB,Yes,0,4,Yes,1
Male,34,3,8.39,3,'5-6 hours',Healthy,M.Pharm,Yes,6,3,No,0
Male,19,1,5.66,1,'More than 8 hours',Moderate,'Class 12',Yes,6,4,No,0
Male,26,3,6.16,1,'Less than 5 hours',Unhealthy,MSc,Yes,11,2,Yes,1
Female,24,3,6.25,3,'More than 8 hours',Unhealthy,BA,No,12,2,Yes,1
Male,19,2,9.91,3,'Less than 5 hours',Healthy,'Class 12',No,3,1,Yes,0
Male,27,5,5.84,2,'5-6 hours',Moderate,LLB,No,10,5,Yes,1
Female,23,3,6.83,3,'7-8 hours',Unhealthy,B.Tech,Yes,12,4,Yes,1
Female,21,5,6.86,2,'7-8 hours',Healthy,MCA,Yes,9,5,Yes,1
Male,32,3,7.09,5,'Less than 5 hours',Moderate,M.Tech,No,6,1,No,0
Male,31,5,8.38,1,'Less than 5 hours',Healthy,'Class 12',Yes,3,3,Yes,1
Female,22,1,6.88,2,'Less than 5 hours',Moderate,BCA,Yes,3,1,No,1
Male,26,3,8.95,4,'7-8 hours',Moderate,B.Arch,Yes,10,5,Yes,1
Male,33,5,5.88,1,'Less than 5 hours',Unhealthy,PhD,Yes,0,3,Yes,1
Male,19,3,7.25,1,'7-8 hours',Moderate,'Class 12',No,0,2,No,0
Female,27,1,7.53,4,'Less than 5 hours',Moderate,MBA,Yes,9,1,Yes,1
Male,24,3,8.24,2,'7-8 hours',Unhealthy,B.Arch,Yes,0,4,Yes,1
Female,23,4,8.7,1,'5-6 hours',Moderate,MSc,Yes,5,1,Yes,1
Male,28,5,9.7,2,'More than 8 hours',Moderate,LLM,Yes,0,3,No,1
Male,22,1,8.5,2,'Less than 5 hours',Moderate,BCA,Yes,7,1,No,1
Male,29,5,8.44,5,'7-8 hours',Unhealthy,B.Ed,Yes,10,5,Yes,1
Male,31,3,9.1,5,'Less than 5 hours',Healthy,LLM,Yes,7,1,No,0
Female,28,1,9.96,4,'5-6 hours',Moderate,MBBS,Yes,9,5,Yes,1
Female,25,5,8.17,2,'Less than 5 hours',Unhealthy,M.Tech,Yes,11,2,No,1
Male,26,5,9.96,3,'5-6 hours',Moderate,B.Com,Yes,9,4,Yes,1
Female,19,1,9.24,5,'5-6 hours',Moderate,'Class 12',No,12,2,No,0
Male,18,3,7.94,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,4,Yes,1
Female,24,2,8.04,5,'5-6 hours',Unhealthy,BA,Yes,2,2,No,0
Male,19,5,8.9,1,'7-8 hours',Unhealthy,'Class 12',Yes,2,5,No,1
Female,28,5,5.79,4,'5-6 hours',Moderate,MBA,Yes,12,4,No,1
Female,27,5,5.35,1,'5-6 hours',Healthy,BSc,Yes,2,4,No,1
Male,26,4,9.6,1,'7-8 hours',Moderate,B.Ed,Yes,0,4,No,1
Male,18,5,8.14,1,'Less than 5 hours',Healthy,'Class 12',Yes,12,1,No,1
Male,22,4,6.38,3,'7-8 hours',Moderate,BBA,Yes,8,3,No,1
Male,28,5,7.27,2,'More than 8 hours',Moderate,LLB,Yes,7,1,Yes,1
Male,27,4,8.74,1,'More than 8 hours',Unhealthy,B.Tech,No,12,5,Yes,1
Male,26,5,6.04,4,'More than 8 hours',Unhealthy,M.Com,Yes,3,1,Yes,0
Male,18,4,9.24,2,'More than 8 hours',Healthy,'Class 12',Yes,4,3,Yes,1
Female,19,5,5.12,1,'7-8 hours',Unhealthy,'Class 12',Yes,9,3,No,1
Male,21,3,6.89,3,'5-6 hours',Moderate,B.Arch,Yes,3,1,Yes,1
Male,24,3,9.87,2,'5-6 hours',Moderate,B.Pharm,Yes,11,5,No,0
Female,20,5,9.02,3,'7-8 hours',Moderate,'Class 12',Yes,6,5,Yes,0
Female,24,5,6.99,2,'5-6 hours',Moderate,'Class 12',Yes,10,2,Yes,1
Female,25,4,7.25,2,'7-8 hours',Unhealthy,M.Pharm,Yes,10,5,No,1
Male,19,5,9.6,1,'7-8 hours',Healthy,'Class 12',Yes,11,3,Yes,1
Female,29,3,6.42,5,'5-6 hours',Moderate,MA,Yes,8,5,No,0
Male,19,3,7.53,3,'Less than 5 hours',Moderate,'Class 12',Yes,2,4,Yes,1
Male,29,4,9.11,1,'Less than 5 hours',Unhealthy,M.Pharm,Yes,3,5,No,1
Female,28,4,5.27,4,'Less than 5 hours',Healthy,PhD,Yes,6,4,Yes,1
Female,34,4,8.04,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,4,No,1
Male,33,5,8.97,4,'More than 8 hours',Moderate,B.Ed,Yes,0,5,No,1
Male,30,1,5.85,1,'5-6 hours',Unhealthy,BSc,Yes,12,3,No,0
Female,26,1,9.96,2,'Less than 5 hours',Healthy,BHM,No,8,3,Yes,0
Female,29,1,5.32,5,'Less than 5 hours',Unhealthy,BCA,Yes,12,1,No,1
Female,30,5,6.92,4,'7-8 hours',Unhealthy,BCA,Yes,11,3,No,1
Male,21,1,9.72,4,'Less than 5 hours',Moderate,MA,No,1,2,Yes,0
Male,18,5,6.16,2,'Less than 5 hours',Moderate,'Class 12',Yes,1,3,Yes,1
Female,29,1,8.59,1,'5-6 hours',Moderate,LLB,Yes,11,4,No,1
Male,28,1,7.64,3,'More than 8 hours',Healthy,MD,No,11,3,Yes,0
Male,19,5,5.75,5,'5-6 hours',Moderate,'Class 12',No,9,2,No,0
Female,25,4,6.0,3,'5-6 hours',Moderate,B.Arch,No,9,2,Yes,0
Male,26,1,8.46,1,'Less than 5 hours',Unhealthy,B.Com,Yes,10,4,Yes,1
Female,31,5,7.1,4,'5-6 hours',Healthy,ME,No,12,5,Yes,0
Male,24,4,7.28,4,'More than 8 hours',Unhealthy,'Class 12',Yes,11,4,No,0
Female,30,5,7.52,2,'More than 8 hours',Moderate,LLB,No,12,4,No,0
Female,31,2,9.86,3,'Less than 5 hours',Healthy,MD,Yes,2,1,No,0
Female,21,5,9.39,1,'5-6 hours',Moderate,M.Com,Yes,0,5,Yes,1
Male,29,2,6.89,5,'5-6 hours',Unhealthy,M.Tech,Yes,8,2,Yes,1
Male,20,3,8.17,5,'Less than 5 hours',Healthy,'Class 12',No,3,1,Yes,0
Male,29,5,7.48,3,'5-6 hours',Unhealthy,BE,No,12,3,No,1
Male,20,1,5.65,5,'More than 8 hours',Healthy,'Class 12',Yes,7,4,Yes,1
Female,31,2,5.76,5,'7-8 hours',Healthy,B.Com,No,11,3,No,0
Male,25,3,5.74,2,'Less than 5 hours',Unhealthy,B.Arch,Yes,11,2,Yes,1
Female,19,2,9.24,2,'Less than 5 hours',Moderate,'Class 12',Yes,3,1,Yes,1
Female,33,3,6.75,4,'More than 8 hours',Unhealthy,B.Tech,Yes,12,1,No,0
Male,27,5,8.59,3,'5-6 hours',Moderate,B.Ed,No,0,2,No,0
Male,21,1,5.86,4,'5-6 hours',Moderate,MSc,No,2,5,No,0
Female,30,4,9.06,4,'Less than 5 hours',Healthy,MA,Yes,7,3,No,1
Male,31,3,6.51,5,'7-8 hours',Moderate,BA,Yes,7,3,No,0
Male,27,3,5.6,3,'Less than 5 hours',Moderate,B.Com,Yes,10,4,Yes,1
Male,25,1,8.91,4,'5-6 hours',Unhealthy,BA,No,5,1,No,0
Male,33,1,9.67,1,'More than 8 hours',Healthy,B.Com,Yes,1,2,Yes,0
Female,25,5,7.21,4,'Less than 5 hours',Moderate,MSc,Yes,12,3,No,1
Female,33,3,8.54,2,'5-6 hours',Healthy,B.Com,No,6,2,Yes,0
Female,22,2,8.59,4,'7-8 hours',Unhealthy,M.Tech,Yes,3,1,Yes,0
Male,23,5,9.34,3,'Less than 5 hours',Moderate,MSc,Yes,3,2,No,1
Female,32,4,9.21,1,'7-8 hours',Healthy,LLM,No,4,5,Yes,1
Female,31,1,5.52,5,'Less than 5 hours',Healthy,M.Ed,No,0,2,No,0
Female,24,5,5.88,2,'7-8 hours',Unhealthy,BHM,Yes,12,4,No,1
Male,22,2,8.04,4,'5-6 hours',Moderate,B.Ed,Yes,11,4,No,1
Female,28,3,5.86,2,'5-6 hours',Healthy,B.Arch,Yes,2,3,No,0
Male,25,5,6.03,4,'7-8 hours',Unhealthy,BCA,Yes,9,3,Yes,1
Female,30,1,8.08,3,'Less than 5 hours',Healthy,BE,Yes,9,1,No,0
Male,26,4,5.88,3,'Less than 5 hours',Unhealthy,MBBS,Yes,7,5,Yes,1
Male,34,3,7.24,4,'5-6 hours',Unhealthy,M.Ed,No,2,5,Yes,0
Male,19,3,5.74,1,'More than 8 hours',Moderate,'Class 12',No,0,1,Yes,0
Male,23,4,5.59,1,'Less than 5 hours',Healthy,B.Tech,Yes,11,3,Yes,1
Female,33,4,7.6,2,'More than 8 hours',Moderate,BBA,Yes,6,2,Yes,0
Female,34,3,9.49,5,'5-6 hours',Moderate,BE,Yes,12,4,Yes,1
Male,20,4,6.25,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,11,2,No,1
Female,25,3,5.75,5,'More than 8 hours',Moderate,MSc,Yes,10,1,No,1
Male,27,2,9.86,4,'Less than 5 hours',Unhealthy,B.Arch,Yes,8,5,No,1
Male,33,4,7.85,4,'Less than 5 hours',Unhealthy,M.Ed,No,2,1,No,0
Male,19,5,5.65,2,'7-8 hours',Moderate,'Class 12',No,12,5,Yes,1
Male,19,5,8.96,2,'More than 8 hours',Unhealthy,'Class 12',No,4,5,No,1
Male,30,3,8.98,4,'5-6 hours',Moderate,M.Com,Yes,2,4,No,1
Female,29,4,8.74,2,'7-8 hours',Healthy,BCA,No,12,4,No,1
Male,18,4,8.62,2,'More than 8 hours',Unhealthy,'Class 12',No,1,5,No,1
Male,23,3,7.5,3,'7-8 hours',Unhealthy,B.Com,Yes,5,5,Yes,1
Male,23,5,8.58,3,'5-6 hours',Healthy,MSc,Yes,11,4,No,1
Male,32,2,9.96,5,'Less than 5 hours',Moderate,LLB,No,12,1,No,0
Male,18,5,7.09,1,'More than 8 hours',Healthy,'Class 12',Yes,7,5,No,1
Female,32,2,5.74,5,'More than 8 hours',Healthy,MBBS,No,9,4,No,0
Male,33,4,7.26,4,'More than 8 hours',Moderate,MCA,No,7,4,Yes,0
Male,24,4,8.92,1,'7-8 hours',Unhealthy,MBA,No,4,3,Yes,1
Male,19,2,9.63,5,'7-8 hours',Unhealthy,'Class 12',Yes,12,1,Yes,0
Male,28,4,8.0,4,'Less than 5 hours',Unhealthy,B.Arch,No,4,5,Yes,1
Male,28,3,8.75,2,'7-8 hours',Healthy,B.Com,Yes,3,2,Yes,0
Female,23,3,6.76,1,'Less than 5 hours',Moderate,BSc,Yes,8,5,Yes,1
Female,33,3,5.57,3,'7-8 hours',Unhealthy,BE,Yes,1,1,Yes,0
Male,25,4,6.25,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,11,2,No,1
Male,29,5,6.25,2,'Less than 5 hours',Unhealthy,MD,Yes,11,3,Yes,1
Female,22,4,5.85,4,'More than 8 hours',Unhealthy,BCA,Yes,0,1,No,0
Female,25,3,6.41,3,'More than 8 hours',Moderate,B.Ed,Yes,11,2,No,0
Female,18,4,9.96,4,'7-8 hours',Unhealthy,'Class 12',No,0,5,No,1
Male,31,2,9.89,2,'More than 8 hours',Moderate,M.Pharm,Yes,10,1,Yes,0
Female,26,5,9.1,5,'7-8 hours',Healthy,'Class 12',No,2,2,No,0
Male,18,2,7.1,5,'More than 8 hours',Moderate,'Class 12',No,2,2,No,0
Male,33,5,5.88,3,'7-8 hours',Moderate,M.Pharm,No,4,3,No,1
Male,20,3,6.17,4,'More than 8 hours',Unhealthy,'Class 12',No,1,5,No,1
Male,19,5,6.1,2,'5-6 hours',Moderate,'Class 12',Yes,6,4,Yes,1
Male,34,2,5.85,4,'7-8 hours',Healthy,B.Com,Yes,8,4,No,0
Male,32,4,5.42,4,'Less than 5 hours',Healthy,M.Tech,Yes,11,3,Yes,1
Male,31,5,5.72,1,'More than 8 hours',Moderate,'Class 12',No,10,4,No,1
Female,31,5,9.86,1,'Less than 5 hours',Unhealthy,MD,Yes,12,3,Yes,1
Male,31,2,7.51,3,'7-8 hours',Healthy,MSc,Yes,10,4,No,1
Male,31,3,5.76,4,'Less than 5 hours',Healthy,B.Com,Yes,3,3,Yes,0
Female,19,3,8.63,4,'7-8 hours',Moderate,'Class 12',Yes,11,2,No,0
Female,21,3,7.94,1,'5-6 hours',Healthy,MSc,No,11,1,Yes,0
Male,32,3,9.41,2,'7-8 hours',Moderate,BBA,Yes,8,3,Yes,0
Female,33,3,7.77,2,'7-8 hours',Moderate,MD,Yes,10,5,Yes,1
Female,28,3,8.69,5,'Less than 5 hours',Moderate,B.Com,Yes,10,3,No,1
Male,33,2,8.62,5,'More than 8 hours',Moderate,B.Tech,Yes,6,2,Yes,1
Female,25,1,7.1,2,'Less than 5 hours',Moderate,B.Arch,No,9,3,No,0
Male,18,2,7.77,4,'5-6 hours',Healthy,'Class 12',No,5,1,No,0
Female,34,4,8.44,3,'More than 8 hours',Healthy,BHM,No,1,2,Yes,0
Female,24,4,7.49,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,2,2,No,0
Female,32,1,5.88,5,'Less than 5 hours',Moderate,MBA,Yes,3,4,No,0
Female,24,3,7.82,3,'More than 8 hours',Moderate,B.Tech,Yes,8,2,Yes,1
Female,19,3,7.92,1,'Less than 5 hours',Moderate,'Class 12',Yes,3,5,No,1
Female,32,4,5.6,4,'Less than 5 hours',Unhealthy,BA,No,7,1,Yes,0
Male,27,4,5.75,4,'Less than 5 hours',Healthy,B.Com,No,6,5,No,1
Male,27,3,6.1,4,'7-8 hours',Unhealthy,M.Tech,No,10,2,No,0
Female,32,1,9.21,4,'More than 8 hours',Moderate,LLB,Yes,0,5,No,0
Male,28,5,9.88,2,'7-8 hours',Unhealthy,LLM,Yes,6,5,No,1
Male,25,4,5.37,4,'Less than 5 hours',Moderate,BBA,Yes,11,5,No,0
Female,31,1,8.04,3,'5-6 hours',Healthy,ME,No,3,5,No,0
Male,25,1,8.04,4,'7-8 hours',Unhealthy,B.Arch,Yes,6,5,Yes,0
Male,26,2,9.24,3,'Less than 5 hours',Moderate,B.Ed,Yes,12,1,No,0
Male,18,4,8.81,4,'7-8 hours',Unhealthy,'Class 12',Yes,7,2,No,1
Female,23,5,8.91,1,'More than 8 hours',Moderate,BSc,Yes,6,2,No,1
Male,33,5,7.77,3,'5-6 hours',Moderate,BA,Yes,8,5,No,1
Male,24,5,9.02,2,'7-8 hours',Unhealthy,B.Tech,Yes,8,3,Yes,1
Female,19,3,8.63,1,'Less than 5 hours',Healthy,'Class 12',Yes,5,3,Yes,1
Female,29,3,8.58,1,'Less than 5 hours',Healthy,LLM,No,6,2,Yes,0
Male,21,5,7.09,2,'7-8 hours',Healthy,'Class 12',Yes,12,4,Yes,1
Female,18,3,6.41,4,'Less than 5 hours',Moderate,'Class 12',Yes,9,4,Yes,1
Female,33,4,7.72,3,'Less than 5 hours',Healthy,MHM,Yes,6,3,No,0
Female,20,1,8.78,3,'7-8 hours',Moderate,'Class 12',No,0,5,No,1
Male,24,1,9.41,4,'5-6 hours',Moderate,M.Tech,No,4,5,No,0
Male,23,5,5.67,2,'More than 8 hours',Healthy,B.Ed,Yes,4,3,Yes,1
Female,21,1,8.91,4,'More than 8 hours',Unhealthy,MCA,No,12,3,Yes,0
Male,19,2,8.9,3,'5-6 hours',Healthy,'Class 12',Yes,7,2,Yes,0
Male,28,3,7.7,5,'5-6 hours',Healthy,M.Com,Yes,10,4,No,1
Male,18,5,9.67,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,9,4,No,1
Male,25,4,9.6,2,'More than 8 hours',Unhealthy,B.Arch,No,12,2,No,1
Male,28,2,6.65,4,'More than 8 hours',Healthy,M.Ed,No,9,2,Yes,0
Female,34,5,6.16,4,'5-6 hours',Healthy,MBA,Yes,11,3,Yes,1
Female,33,1,7.45,4,'More than 8 hours',Moderate,M.Com,No,3,4,No,0
Female,19,3,8.65,5,'Less than 5 hours',Moderate,'Class 12',No,10,2,No,0
Male,28,3,7.47,3,'Less than 5 hours',Moderate,M.Com,Yes,7,4,No,1
Female,25,1,7.77,3,'Less than 5 hours',Unhealthy,BHM,Yes,10,1,Yes,1
Male,27,1,6.37,4,'More than 8 hours',Moderate,B.Com,No,11,4,No,0
Male,27,4,6.0,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,9,5,No,1
Male,29,3,6.16,2,'7-8 hours',Unhealthy,M.Ed,Yes,3,4,Yes,1
Female,20,4,5.59,4,'5-6 hours',Moderate,'Class 12',No,4,3,Yes,1
Female,31,1,5.79,3,'7-8 hours',Moderate,M.Pharm,Yes,8,3,Yes,0
Female,21,3,9.96,1,'5-6 hours',Moderate,B.Tech,No,12,5,Yes,0
Female,24,1,6.1,1,'Less than 5 hours',Moderate,BSc,No,0,3,Yes,0
Male,18,4,8.04,5,'Less than 5 hours',Moderate,'Class 12',No,3,1,Yes,0
Male,31,4,6.42,5,'Less than 5 hours',Unhealthy,ME,No,9,3,Yes,0
Male,28,3,9.24,1,'Less than 5 hours',Healthy,B.Ed,Yes,12,3,Yes,0
Female,20,2,7.83,4,'5-6 hours',Unhealthy,'Class 12',Yes,3,3,No,0
Male,34,1,8.7,4,'7-8 hours',Moderate,M.Ed,No,3,1,Yes,0
Male,22,2,8.73,5,'7-8 hours',Healthy,B.Com,Yes,11,4,Yes,1
Male,31,1,5.37,3,'More than 8 hours',Moderate,LLM,No,1,2,Yes,0
Female,24,5,8.04,1,'5-6 hours',Healthy,B.Tech,Yes,10,5,Yes,1
Male,34,5,8.24,2,'5-6 hours',Moderate,BBA,Yes,10,3,No,1
Male,28,5,8.49,4,'More than 8 hours',Unhealthy,BE,Yes,8,4,No,1
Male,28,1,6.41,3,'Less than 5 hours',Moderate,BSc,Yes,10,5,No,1
Male,29,3,5.32,1,'Less than 5 hours',Unhealthy,M.Tech,No,12,1,No,1
Male,25,3,8.04,4,'More than 8 hours',Unhealthy,MCA,Yes,10,2,No,1
Male,19,4,9.88,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,2,4,No,1
Female,33,3,6.73,1,'7-8 hours',Unhealthy,BE,Yes,6,5,Yes,1
Female,26,1,7.15,2,'7-8 hours',Moderate,M.Tech,No,11,1,Yes,0
Female,21,2,6.63,4,'Less than 5 hours',Unhealthy,B.Com,Yes,10,5,No,1
Male,22,1,5.55,3,'More than 8 hours',Healthy,MHM,No,9,2,No,0
Male,22,5,8.39,2,'Less than 5 hours',Unhealthy,BCA,Yes,10,5,No,1
Female,27,3,5.56,4,'Less than 5 hours',Moderate,BHM,Yes,12,1,No,1
Female,34,5,9.95,2,'5-6 hours',Unhealthy,B.Tech,Yes,10,2,No,1
Male,29,5,8.58,4,'Less than 5 hours',Unhealthy,BE,No,9,5,Yes,1
Male,23,3,8.23,5,'Less than 5 hours',Healthy,BA,Yes,0,3,No,1
Female,34,2,9.89,3,'More than 8 hours',Moderate,B.Ed,No,3,1,No,0
Female,19,3,8.17,4,'Less than 5 hours',Moderate,'Class 12',Yes,9,2,No,1
Male,29,2,5.38,2,'More than 8 hours',Unhealthy,MBBS,Yes,7,5,No,1
Male,33,1,7.88,3,'7-8 hours',Moderate,M.Ed,No,5,2,Yes,0
Female,29,2,5.41,5,'Less than 5 hours',Moderate,B.Pharm,No,3,1,Yes,0
Male,21,3,9.95,1,'7-8 hours',Unhealthy,BE,No,0,2,Yes,1
Female,33,1,6.81,4,'5-6 hours',Healthy,LLM,No,3,1,Yes,0
Male,22,1,5.91,5,'5-6 hours',Moderate,BCA,Yes,6,3,No,0
Male,30,3,6.51,3,'5-6 hours',Unhealthy,MBA,No,9,4,No,0
Female,20,5,6.27,1,'More than 8 hours',Moderate,'Class 12',Yes,12,2,No,1
Male,33,4,7.02,4,'Less than 5 hours',Moderate,B.Tech,No,6,4,No,1
Male,32,3,6.38,4,'7-8 hours',Healthy,BCA,Yes,5,4,No,0
Male,30,3,9.89,2,'More than 8 hours',Unhealthy,M.Ed,No,10,3,Yes,0
Male,24,4,5.76,2,'More than 8 hours',Unhealthy,MSc,Yes,11,5,No,1
Male,28,3,6.03,3,'5-6 hours',Healthy,BE,Yes,2,1,Yes,0
Female,28,3,9.7,4,'More than 8 hours',Unhealthy,B.Com,No,6,2,Yes,1
Female,34,1,5.32,2,'More than 8 hours',Healthy,BBA,Yes,6,5,Yes,0
Male,20,2,6.88,4,'7-8 hours',Healthy,B.Ed,No,6,1,No,0
Female,23,4,6.5,2,'More than 8 hours',Healthy,MA,Yes,0,3,Yes,1
Female,33,2,5.06,1,'More than 8 hours',Moderate,'Class 12',No,10,5,No,0
Female,30,1,7.51,2,'More than 8 hours',Unhealthy,BBA,No,12,1,No,0
Male,19,2,5.87,3,'5-6 hours',Moderate,'Class 12',Yes,7,3,Yes,1
Female,19,5,6.33,4,'Less than 5 hours',Moderate,'Class 12',No,2,4,Yes,1
Female,19,4,7.8,3,'5-6 hours',Unhealthy,'Class 12',Yes,12,3,Yes,1
Male,19,2,8.49,4,'7-8 hours',Unhealthy,'Class 12',No,11,2,No,0
Male,25,3,9.96,2,'Less than 5 hours',Healthy,M.Ed,No,11,1,No,0
Male,23,5,6.89,2,'More than 8 hours',Moderate,MA,Yes,8,4,No,1
Female,19,5,5.85,2,'7-8 hours',Healthy,'Class 12',Yes,11,3,No,1
Female,28,3,5.76,2,'More than 8 hours',Healthy,B.Com,Yes,8,3,Yes,1
Male,29,3,6.19,5,'5-6 hours',Moderate,BSc,No,11,1,No,0
Male,24,5,9.04,4,'7-8 hours',Moderate,M.Ed,Yes,11,3,No,1
Female,20,4,8.35,1,'Less than 5 hours',Healthy,'Class 12',Yes,12,3,No,1
Female,18,3,5.89,5,'5-6 hours',Unhealthy,'Class 12',Yes,7,5,No,1
Male,27,5,5.85,1,'Less than 5 hours',Moderate,B.Ed,Yes,12,5,No,1
Female,24,2,8.91,2,'Less than 5 hours',Moderate,B.Ed,Yes,6,5,Yes,1
Male,27,5,6.63,4,'5-6 hours',Unhealthy,B.Arch,Yes,3,5,Yes,1
Female,33,1,5.45,4,'5-6 hours',Healthy,BE,No,10,2,No,0
Female,21,2,6.51,3,'7-8 hours',Healthy,B.Com,No,11,4,Yes,0
Male,20,1,9.03,5,'7-8 hours',Unhealthy,'Class 12',Yes,10,4,No,1
Male,18,1,8.04,3,'More than 8 hours',Healthy,'Class 12',No,1,1,No,0
Female,25,2,7.26,3,'7-8 hours',Moderate,B.Arch,No,12,1,No,0
Female,32,1,8.28,4,'More than 8 hours',Moderate,M.Tech,No,2,1,Yes,0
Female,23,4,9.85,3,'More than 8 hours',Unhealthy,B.Tech,Yes,9,5,Yes,1
Male,33,4,5.37,4,'7-8 hours',Healthy,BBA,No,7,4,Yes,0
Male,29,5,6.65,1,'7-8 hours',Moderate,M.Ed,Yes,6,1,No,1
Female,26,4,8.95,2,'Less than 5 hours',Moderate,'Class 12',Yes,7,5,Yes,1
Male,34,2,8.47,5,'More than 8 hours',Moderate,M.Ed,Yes,1,5,Yes,0
Male,24,3,8.04,5,'7-8 hours',Unhealthy,B.Tech,Yes,12,5,No,1
Female,23,1,9.36,3,'More than 8 hours',Unhealthy,PhD,Yes,12,4,Yes,1
Female,25,3,5.87,4,'7-8 hours',Unhealthy,BE,Yes,6,5,No,1
Male,32,5,8.58,5,'Less than 5 hours',Unhealthy,ME,Yes,10,2,Yes,1
Male,30,5,8.43,2,'More than 8 hours',Unhealthy,M.Ed,No,3,4,Yes,1
Female,33,1,5.51,1,'7-8 hours',Moderate,B.Ed,Yes,2,4,Yes,0
Female,24,1,9.84,1,'7-8 hours',Unhealthy,MHM,No,7,5,Yes,0
Female,31,2,9.44,4,'Less than 5 hours',Healthy,B.Ed,Yes,10,5,No,1
Male,23,3,7.28,2,'Less than 5 hours',Unhealthy,B.Com,Yes,6,2,Yes,1
Male,19,1,5.74,5,'More than 8 hours',Healthy,'Class 12',No,8,4,Yes,0
Female,28,1,5.74,2,'7-8 hours',Healthy,BSc,Yes,8,3,No,1
Male,28,1,9.43,5,'7-8 hours',Moderate,M.Pharm,No,10,2,No,1
Male,20,1,9.97,1,'7-8 hours',Moderate,'Class 12',Yes,10,3,No,1
Female,19,5,5.99,2,'7-8 hours',Moderate,'Class 12',Yes,8,3,Yes,1
Female,29,3,6.37,4,'Less than 5 hours',Healthy,M.Pharm,Yes,12,3,No,1
Female,18,5,9.34,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,5,No,1
Male,24,3,9.74,4,'5-6 hours',Healthy,BBA,Yes,11,4,Yes,1
Male,29,2,9.56,3,'7-8 hours',Healthy,MA,Yes,11,4,Yes,1
Male,27,3,5.89,3,'Less than 5 hours',Unhealthy,MSc,Yes,2,5,No,1
Male,28,5,8.91,2,'Less than 5 hours',Unhealthy,BCA,Yes,7,5,Yes,1
Male,25,3,9.39,5,'7-8 hours',Unhealthy,M.Pharm,Yes,0,5,No,0
Male,33,4,9.89,5,'5-6 hours',Moderate,B.Pharm,No,8,3,Yes,0
Male,26,2,5.14,3,'Less than 5 hours',Moderate,MCA,No,6,4,Yes,0
Female,18,3,8.17,2,'7-8 hours',Moderate,'Class 12',Yes,12,4,Yes,1
Female,24,2,9.7,4,'7-8 hours',Healthy,BSc,Yes,12,5,No,0
Male,19,3,6.88,1,'More than 8 hours',Unhealthy,'Class 12',Yes,0,5,No,1
Female,28,4,9.19,2,'5-6 hours',Unhealthy,BCA,Yes,3,4,Yes,1
